lca_case_employer_name,total_workers
"BLENHEIM CAPITAL MANAGEMENT, L.L.C.",1.0
"BLEIBURG RESTAURANT, INC.",1.0
BLANK ROME LLP,1.0
"BLAKELEY & BLAKELEY, LLP.",1.0
"BLAIR +MUI DOWD ARCHITECTS, PC",1.0
BLADEX ASSET MANAGEMENT INC.,1.0
"BLACKROCK CORPORATION US, INC.",1.0
"BLACKROCK CAPITAL MANAGEMENT, INC.",1.0
"BLACKLAPEL CUSTOM CLOTHIERS, INC.",1.0
BLACKBOARD COLLABORATE INC.,1.0
BLACK OCEAN MANAGEMENT LLC,1.0
BLACK MOUNTAIN SYSTEMS LLC,1.0
BKSK ARCHITECT LLP,1.0
BEYER BLINDER BELLE ARCHITECTS & PLANNERS LLP,1.0
BETH ISRAEL MEDICAL CENTER,1.0
BANK OF CHINA NEW YORK BRANCH,1.0
"BCP ACQUISITION CORP, INC.",1.0
"BCI-IT, INC.",1.0
BBL COMMODITIES LP,1.0
BBC WORLDWIDE AMERICAS INC.,1.0
BBC GLOBAL LLC,1.0
BAYCHEE INC.,1.0
"BAUBLEBAR, INC.",1.0
"BASSO, DIANA J.",1.0
BASIC RESOURCES INC.,1.0
BASIC RESOURCES,1.0
BASIC MODEL MGMT II LLC,1.0
BARRY FRIEDMAN LTD,1.0
BARON AND BARON INC.,1.0
"BARON & BARON, INC.",1.0
BARNES&NOBLE.COM,1.0
"BARNES &NOBLE, INC.",1.0
"BARCLAY INVESTMENTS, INC.",1.0
BARCELONA PARTNERS LLC,1.0
"BANORTE -IXE SECURITIES INTERNATIONAL, LTD.",1.0
BANK OF THE WEST,1.0
BANK OF TAIWAN NEW YORK BRANCH,1.0
BANK OF MONTREAL,1.0
BCM ENERGY PARTNERS INC,1.0
BCP ACQUISITION CORPORATION,1.0
"BETAWORKS STUDIO, LLC",1.0
BCP ACQUISITION CORPORATION - BERLIN CAMERON UNITE,1.0
BETA SOFT SYSTEMS INC,1.0
BETA CODE TECHNOLOGIES INC.,1.0
BESPOKE GLOBAL INC.,1.0
BERNSTEIN ROSEN & COMPANY CPAS PC,1.0
BERNARD TSCHUMI ARCHITECTS,1.0
"BERNARD HODES GROUP, INC.",1.0
BERNARD CHAUS INC.,1.0
"BERMAN CAPITAL MANAGEMENT, L.P.",1.0
"BERGER LEGAL SECONDMENT & SOLUTIONS, LLC",1.0
"BERENSON & CO., LLC",1.0
BERARD ASSOCIATES,1.0
BERA BRAND MANAGEMENT INC.,1.0
BENNIE BRAND INC,1.0
BEN-AMUN CO. INC.,1.0
BEME CLOTHING GROUP LLC,1.0
"BELSTAFF 1924, INC.",1.0
BELLEVUE REAL ESTATE INC,1.0
BEIT RABBAN DAY SCHOOL,1.0
BEGINNINGS NURSERY SCHOOL,1.0
BEANSTOCK MEDIA INC.,1.0
BEACHHEAD CAPITAL MANAGEMENT LLC,1.0
FRANKL TRADING CORP.,1.0
"FREDERICK WILDMAN & SONS, LTD.",1.0
"OLDE TRIANGLE CATERERS, INC.",1.0
M B H CONSTRUCTION AND CONSULTING LLC,1.0
MAAN SYSTEMS INC,1.0
"MA MASSAGE THERAPY, P. C.",1.0
"M.T.I. USA, INC.",1.0
M.E. ZUKERMAN & CO. INC.,1.0
"M. ARTHUR GENSLER, JR. &AMP; ASSOCIATES, INC.",1.0
M&R CONSULTANTS CORPORATION,1.0
M&C SAATCHI PR LLP,1.0
M&C SAATCHI MOBILE LLP,1.0
M MOSER ASSOCIATES LLC,1.0
M GROUP WORLD LLC,1.0
LYONS USA LLC,1.0
"MECHANISM DIGITAL, INC.",1.0
LYONROSS CAPITAL MANAGEMENT LLC,1.0
"LYDELL JEWELRY DESIGN STUDIO, INC.",1.0
LYDELL JEWELRY DESIGN STUDIO LLC,1.0
LVMH FRAGRANCE BRANDS US LLC,1.0
LUXURY OPTICAL HOLDINGS CO,1.0
LUXOTTICA RETAIL NORTH AMERICA INC.,1.0
"LUXOR CAPITAL GROUP, LP",1.0
LUXOFT USA INC,1.0
"LURLINE BAY, LLC",1.0
LUMENTUS LLC,1.0
"MACGUFFIN FILMS, LTD.",1.0
MACKAY SHIELDS LLC,1.0
MACQUARIE CORPORATE AND ASSET FINANCE CONSULTING I,1.0
"MACROVIEW, INC.",1.0
MAIYET INC,1.0
"MAINFRAME SERVICE PROVIDER, INC.",1.0
"MAIN STREET FASHION, INC",1.0
MAGNUM INFOTECH INC.,1.0
"MAGNETIC MEDIA ONLINE, INCORPORATED",1.0
MAGNET MEDIA INC.,1.0
MAGIC CREATIVE LLC,1.0
MAGEN H INC,1.0
MAGEBA USA LLC,1.0
"MAGASCHONI, INC.",1.0
"MAGANTI IT RESOURCES, LLC",1.0
MAESTRO TECHNOLOGIES,1.0
MAESA LLC,1.0
"MADSEN CONSULTING ENGINEERING, PLLC",1.0
MADISON PARK GROUP LLC,1.0
MADISON ADMINISTRATIVE SERVICES INC.,1.0
MADEMOISELLE PAPILLON LTD.,1.0
MADE BY HOLIDAY LLC,1.0
"MACY'S RETAIL HOLDINGS, INC.",1.0
"MACY'S MERCHANDISING GROUP, INC.",1.0
MACY'S MERCHANDISING GROUP,1.0
LULO VENTURES INC.,1.0
LUDWIG INSTITUTE FOR CANCER RESEARCH LTD,1.0
LUCIDUS CAPITAL PARTNERS LLP,1.0
LOMBARD RISK SYSTEMS,1.0
LOMAS CAPITAL MANAGEMENT LLC,1.0
"LOLLY WOLLY DOODLE, INC.",1.0
"LOGIXTECH SOLUTIONS, LLC",1.0
LOGICGATE TECHNOLOGIES INC.,1.0
"LOGICALIS, INC.",1.0
LOGICAL PARADIGM LLC,1.0
LOEWS CORPORATION,1.0
LOEB & LOEB LLP,1.0
LOCUS ANALYTICS,1.0
"LOCKE CAREERS, INC.",1.0
"LOCALBONUS, INC.",1.0
"LO-FI PICTURES, LLC",1.0
LLOYD AND COMPANY ADVERTISING INC.,1.0
LLOYD & COMPANY,1.0
LLNS INC.,1.0
LLM BAR EXAM LLC,1.0
LKE INTERNATIONAL US LLC,1.0
LIVIAN AND CO. LLC,1.0
LIVETILES LLC,1.0
"LIVESTREAM, LLC",1.0
"LIVERAIL, INC.",1.0
LOMBARD RISK INTERNATIONAL USA INC.,1.0
LONDON FORFAITING AMERICAS INC.,1.0
LUCIANO MORESCO & COMPANY LTD.,1.0
"LONE STAR AMERICAS, LLC",1.0
LUCENT JEWELERS INC.,1.0
"LU, LIU & ASSOCIATES LAW OFFICE P.C.",1.0
LRN CORPORATION,1.0
LR PARIS LLC,1.0
"LPI, INC.",1.0
LOWENSTEIN SANDLER LLP,1.0
LOWE AND PARTNERS WORLDWIDE,1.0
LOVELACE RESPIRATORY RESEARCH INSTITUTE,1.0
"LOUNGE LIZARD WORLDWIDE, INC.",1.0
LOUISE PARIS LTD.,1.0
LOUISE PARIS LTD,1.0
"LOUISE BLOUIN MEDIA, INC",1.0
"LOUIS PURPLE APPAREL, INC.",1.0
LOUIS F. BURKE P.C.,1.0
LOT-EK CORP.,1.0
LORD SECURITIES CORPORATION,1.0
LORD & TAYLOR LLC,1.0
"LOPEZ NEGRETE COMMUNICATIONS, INC.",1.0
"LONGI ENGINEERING, P.C.",1.0
"LONG LIGHT CAPITAL, LLC",1.0
"LONE STAR U.S. ACQUISITIONS, LLC",1.0
MAIYET INC.,1.0
"MAKE-UP ART COSMETICS, INC.",1.0
MAKRO TECHNOLOGIES INC,1.0
"MAXCVISION, INC.",1.0
MAVI JEANS INC.,1.0
MATTHEW MARKS GALLERY LLC,1.0
"MATTHEW BAIRD ARCHITECT, PLLC",1.0
"MATRATT, LLC",1.0
"MATR SOLUTIONS, LLC",1.0
MATOMY USA INC.,1.0
MATLINPATTERSON GLOBAL ADVISERS LLC,1.0
MATERIALS SOFTWARE SYSTEMS INC,1.0
MATCHBOOK FTW INC.,1.0
MATCH.COM LLC,1.0
MASTERMIND EDUCATIONAL SERVICES INC.,1.0
MASTEREX TECHNOLOGIES INC.,1.0
"MASSIMO GALLOTTA PRODUCTIONS, LTD.",1.0
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,1.0
MASON CAPITAL MANAGEMENT LLC,1.0
"MAS DESIGN, INC.",1.0
MARYMOUNT MANHATTAN COLLEGE,1.0
"MARV CAPITAL, INC.",1.0
MARUHO NORTH AMERICA INC.,1.0
MARTINGALE INTERNATIONAL SEARCH INC,1.0
MARTIN MELZER CPA P.C.,1.0
"MAVRICK SOFTWARE AND TELECOM SERVICES, INC.",1.0
MAXELLIAN PRODUCTIONS INC,1.0
MARTIN BRUDNIZKI DESIGN STUDIO LLC,1.0
MAXIM INC.,1.0
MEADWESTVACO CORPORATION,1.0
MD GLOBAL PARTNERS LLC,1.0
"MCKINSEY &AMP; COMPANY, INC. UNITED STATES",1.0
"MCKINLEY CAPITAL MANAGEMENT, LLC",1.0
MCKESSON CORPORATION,1.0
MCGRAW-HILL SCHOOL EDUCATION LLC,1.0
MCGRAW-HILL GLOBAL EDUCATION LLC,1.0
"MCGRAW-HILL FINANCIAL, INC. PLATTS DIVISION",1.0
"MCGRAW-HILL FINANCIAL, INC.",1.0
"MCGLADREY & PULLEN, LLP",1.0
MCEG GROUP LLC,1.0
"MCDONOUGH BOLYARD PECK, INC.",1.0
MCCORMACK BARON SALAZAR INC.,1.0
MCCANN-ERICKSON NEW YORK(AN OPERATING DIVISION OF,1.0
MCCANN-ERICKSON NEW YORK (AN OPERATING DIVISION OF,1.0
"MCCANN COMPLETE MEDICAL, INC.",1.0
MC-FIVE MILE COMMERCIAL MORTGAGE FINANCE LLC,1.0
MC CAPITAL GROUP LTD.,1.0
"MBAF CPAS, LLC",1.0
MAYA EXPORT AND IMPORT CO INC,1.0
"MAXISIT, INC",1.0
MARTIN MELZER CPA,1.0
"MARTHA STEWART LIVING OMNIMEDIA, INC.",1.0
MALIN & GOETZ INC.,1.0
MARATHON ASSET MANAGEMENT LP,1.0
MANSUETO VENTURES,1.0
MANHATTAN TAX & ACCOUNTING COMPANY LTD.,1.0
MANHATTAN SPROUT INC,1.0
MANHATTAN SCHOOL OF MUSIC,1.0
MANHATTAN PHYSICAL MEDICINE AND REHABILITATION,1.0
MANHATTAN ORAL FACIAL SURGERY LLC,1.0
MANHATTAN KIDS LLC,1.0
"MANHATTAN INSTITUTE OF MANAGEMENT, INC.",1.0
"MANHATTAN GOAT MEDIA GROUP, INC.",1.0
MANHATTAN FORD LINCOLN MERCURY INC.,1.0
"MANHATTAN EMPLOYMENT SERVICES, INC",1.0
"MANHATTAN EMPLOYMENT SERVICE, INC.",1.0
"MANGO NY, INC.",1.0
"MANFRA, TORDELLA & BROOKES, INC.",1.0
"MANEKINEKO TRAVEL, INC. DBA WING MATE TRAVEL",1.0
"MANEAS ENTERPRISES, LLC",1.0
MANCHU TIMES FASHION INC.,1.0
MANCHESTER CAPITAL MANAGEMENT LLC,1.0
MANAV II INC,1.0
"MAMMOTH ADVERTISING, LLC",1.0
"MALLETT, INC",1.0
MANSUETO VENTURES LLC,1.0
MARATHON LINE NY INC,1.0
"MARSHALL DENNEHEY WARNER COLEMAN & GOGGIN, P.C.",1.0
"MARCHAY, LLC",1.0
"MARSH AND FRIED HOLDINGS, L.P.",1.0
"MARSH &AMP; FRIED HOLDINGS, L.P.",1.0
MARSH & MCLENNAN AGENCY LLC,1.0
MARQUIS BUSINESS AND TECHNOLOGY SOLUTIONS LLC,1.0
MARLIN & ASSOCIATES HOLDING LLC,1.0
MARKS PANETH LLP,1.0
MARKETWATCH,1.0
MARKETSHARE PARTNERS LLC,1.0
"MARKETING ON 6TH, NYC INC",1.0
"MARKETING EVOLUTION, INC.",1.0
"MARKETING ACTION XECUTIVES, INC.",1.0
MARKER FINANCIAL ADVISORS LLC,1.0
"MARKEL SERVICE, INC.",1.0
"MARK FISHER FITNESS, INC",1.0
MARINO SOFTWARE USA INC,1.0
"MARIAN GOODMAN GALLERY, INC.",1.0
MARIAM FOOD CORP,1.0
MARGO MANHATTAN TOO LTD.,1.0
"MARCUS EVANS, INC.",1.0
MARCUM LLP,1.0
"MARCHON PARTNERS, LLC",1.0
LIVEINTENT INC.,1.0
"LIVECAREER N.A., INC.",1.0
"LIVECAREER AMERICA, INC.",1.0
L'OBSERVATOIRE INTERNATIONAL INC,1.0
"L & L TRAVEL ENTERPRISES, INC.",1.0
"KYOCHON USA, INC.",1.0
KYNIKOS ASSOCIATES LP,1.0
"KYNE COMMUNICATIONS, INC.",1.0
KWC PARTNERS LLP,1.0
"KVB PARTNERS, INC.",1.0
"KVB PARTNERS, INC",1.0
"KURT SALMON US, INC.",1.0
"KUPERMAN BROS. DIAMONDS U.S.A., INC.",1.0
KTHL-USA LTD,1.0
KT GROUP INC,1.0
KT AULETA LLC,1.0
"KRYPTO IT SOLUTIONS, INC",1.0
KRUX DIGITAL INC.,1.0
KROSSOVER INTELLIGENCE INC.,1.0
KRM SERVICES INC,1.0
"KRISHTUL MEDICAL ASSOCIATES, PLLC",1.0
KRETZMER & ASSOCIATES,1.0
KRAVET INC.,1.0
KRAINZ CREATIONS INC.,1.0
"KR INTERCORP, INC.",1.0
"L BRANDS DIRECT MARKETING, INC.",1.0
"L'OCCITANE, INC.",1.0
KPK TECHNOLOGIES INC,1.0
"L'OLIVIER, INC.",1.0
"LANGAN ENGINEERING, ENVIRONMENTAL SURVEYING AND LA",1.0
LANGAN ENGINEERING AND ENVIRONMENTAL SERVICES DPC,1.0
LANDMARK VENTURES INC.,1.0
"LAND BANK OF TAIWAN, NEW YORK BRANCH",1.0
LALIRE MARCH ARCHITECTS LLP,1.0
"LAKSHMI PT CONSULTANTS, P.C.",1.0
LAKSAN TECHNOLOGIES LLC,1.0
LAKHANI &JORDAN ENGINEERS,1.0
"LAK PUBLIC RELATIONS, INC.",1.0
LAIRD+PARTNERS NEW YORK LLC,1.0
"LAGUARDA.LOW ARCHITECTS, LLC",1.0
"LAFAYETTE 148, INC.",1.0
LADENBURG THALMANN & CO. INC.,1.0
LACTEC INFORMATION SERVICE CORP. US BRANCH,1.0
LACHLAN BAILEY LLC,1.0
"LAB49, INC",1.0
LA SCUOLA D'ITALIA GUGLIELMO MARCONI,1.0
LA PRAIRIE INC.,1.0
"L2, INC.",1.0
"L.E.K. CONSULTING, LLC",1.0
"L'OREAL USA, INC.",1.0
KPOPSTARS INC.,1.0
"KPI PARTNERS, INC.",1.0
LATINOS MEDIA GROUP LLC.,1.0
KIPP NYC LLC,1.0
"KINNEK, INC.",1.0
"KINLIN RUTHERFURD ARCHITECTS, PLLC",1.0
"KINLIN RUTHERFURD ARCHITECTS, P.L.L.C.",1.0
KINGO SHOES USA INC.,1.0
KING AND WOOD MALLESONS LLP,1.0
KINETIC SOCIAL LLC (F/K/A EMERALD SOCIAL LLC),1.0
"KINETIC MEDIA INTERNATIONAL, LLC",1.0
KIM LEE CPAS LLP,1.0
KIM BROTHERS CORP,1.0
"KIERAN AND CONLON, LLP",1.0
"KIDS CREATIVE, LLC",1.0
"KID O PRODUCTS, LLC",1.0
"KICKSTARTER, INC.",1.0
"KICEA, INC.",1.0
"KHM VICEROY NEW YORK, LLC",1.0
KGK DIAMONDS LLC,1.0
KFAR CAMPING CO INC,1.0
KEYPIXEL SOFTWARE SOLUTIONS LLC,1.0
KEY BRAND THEATRICAL GROUP,1.0
KEY BRAND ENTERTAINMENT INC.,1.0
KEY BRAND ENTERTAINMENT,1.0
KINY WORLD CORP.,1.0
"KIWIBOX.COM, INC.",1.0
"KOVAC MEDIA GROUP, INC.",1.0
KKR CAPITAL MARKETS LLC,1.0
KOTOP CORP.,1.0
KORIN JAPANESE TRADING CORP.,1.0
"KOPY INTERNATIONAL, LLC",1.0
"KOPPELMAN DENTAL, PLLC",1.0
KOMAR KIDS LLC,1.0
KOKO ARCHITECTURE AND DESIGN LLC,1.0
KOGNITO SOLUTIONS LLC,1.0
KOGNITO SOLUTIONS,1.0
"KOCH GROUP & COMPANY, LLP",1.0
"KNOWCROSS, INC.",1.0
KNOTABLE INC,1.0
KNIGHTSBRIDGE PROPERTIES CORP,1.0
KNEWTON INC,1.0
KNACK SYSTEMS LLC,1.0
KMR INFORMATION SYSTEMS INC,1.0
"KMM TECHNOLOGIES, INC.",1.0
KLS DIVERSIFIED ASSET MANAGEMENT LP,1.0
KLINGER & KLINGER LLP,1.0
"KLC ARCHITECTS, P.C.",1.0
"KL SOFTWARE TECHNOLOGIES, INC.",1.0
KL PROJECTS INC.,1.0
LATIN MARKETS BRAZIL,1.0
"LATTICE ENGINES, INC.",1.0
LITTLETON JOYCE UGHETTA PARK & KELLY LLP,1.0
"LIFE PHARMA II, INC.",1.0
LIBRA LEATHER INC,1.0
LIBERTY PLACE PROPERTY MANAGEMENT LLC,1.0
LIBERTY HARBOR COFFEE INC.,1.0
"LIBERO CANTO SINGING, LLC",1.0
"LIBERATION VENTURES, LLC",1.0
"LI/SALTZMAN ARCHITECTS, P.C.",1.0
LI/SALTZMAN ARCHITECTS P.C.,1.0
LGT CAPITAL PARTNERS (USA) INC.,1.0
"LFA INTERNATIONAL, INC.",1.0
"LF DISTRIBUTION INTERNATIONAL, INC.",1.0
LF DISTRIBUTION INTERNATIONAL INC,1.0
LEXINGTON PARTNERS L.P.,1.0
LEXIN CAPITAL LLC,1.0
LEVINE FINE ARTS,1.0
"LEVIN CAPITAL STRATEGIES, LP",1.0
LEVIN ASSETS LLC,1.0
LEVEN BETTS LTD.,1.0
LEVEL 3 COMMUNICATIONS LLC,1.0
LEVANTURE INC,1.0
LETI'S CATERING LLC,1.0
"LETA AUSTIN FOSTER & ASSOCIATES, INC",1.0
LIFE CHANGE INC,1.0
LIFE TEST LLC,1.0
LEONG LEONG LLC,1.0
"LIGHT OF DAY FX, LLC",1.0
LITTLE RED SCHOOL HOUSE ELISABETH IRWIN HIGH SCHOO,1.0
LITTLE RED HOUSE,1.0
LITTLE ITALY SPEAKEASY INC.,1.0
"LITTLE BORROWED DRESS, INC",1.0
"LIQUIDM, INC.",1.0
LIPPMANN ENTERPRISES LLC,1.0
"LIPPE TAYLOR, INC",1.0
LINKSHARE CORPORATION,1.0
LINGUIS-TECHS INC LUXEMBOURG CORP CENTER,1.0
"LINGPERFECT TRANSLATIONS, INC.",1.0
LINDEN ADVISORS LP,1.0
LINDALA INC.,1.0
LINCREA CORPORATION OF AMERICA,1.0
"LIMITED BRANDS SERVICE COMPANY, LLC",1.0
LILY & TAYLOR INC,1.0
"LILKER ASSOCIATES CONSULTING ENGINEERS, P.C.",1.0
"LIIAMRA BUSINESS STRATEGIES, INC",1.0
LIGTT REGIONAL CENTER LLC,1.0
LIGHTYEAR CAPITAL LLC,1.0
"LIGHTIRON DIGITAL, LLC",1.0
"LIGHTBANK, LLC",1.0
LEROY STREET STUDIO ARCHITECTURE PC,1.0
LEO SCHACHTER DIAMONDS LLC,1.0
LAUNCHPAD ADVERTISING LLC,1.0
LE PARKER MERIDIEN NEW YORK,1.0
LE BERNARDIN,1.0
LAZZONI USA INC,1.0
LAWYERS FOR CHILDREN,1.0
"LAWRENCE J. BERGER, P.C.",1.0
LAWDRAGON,1.0
"LAW OFFICES OF TIMOTHY K. WONG, PLLC",1.0
"LAW OFFICES OF MICHAEL S. LAMONSOFF, PLLC",1.0
LAW OFFICES OF MAURICE ROBERT ZARA,1.0
"LAW OFFICES OF ILYA FISHKIN, P.C.",1.0
"LAW OFFICES OF GERALD KARIKARI, PC",1.0
"LAW OFFICES OF GERALD KARIKARI, P.C.",1.0
"LAW OFFICES OF GAVIN M CHOI, P.C.",1.0
LAW OFFICES OF GARY T. HEALY ESQ. P.C.,1.0
LAW OFFICE OF NG & WASSERMAN PLLC,1.0
LAW OFFICE OF LEONARDO HEIDNER PC,1.0
"LAW OFFICE OF GAVIN M CHOI, P.C.",1.0
LAW OFFICE OF FUHAO YANG,1.0
LAW OFFICE OF ERIC Y. ZHENG,1.0
LAVAZZA PREMIUM COFFEES CORP.,1.0
LAVAZZA PREMIUM COFFEE CORP.,1.0
LAURICE EI BADRY RAHME LIMITED,1.0
LE BILBOQUET NY LLC,1.0
LEACHENG INTL INC,1.0
LENOX TERRACE PHARMACY INC,1.0
LEAD INTENTION INC.,1.0
LENOX COFFEE LLC,1.0
"LEND LEASE US SERVICES, INC.",1.0
"LEND LEASE US CONSTRUCTION LMB, INC.",1.0
"LEND LEASE (US) SERVICES, INC.",1.0
"LELA, INC",1.0
LEISURE LINE USA INC.,1.0
"LEILA TAGHINIA MILANI, INC.",1.0
"LEICHT NY, LLC",1.0
"LEHR CONSULTANTS INTERNATIONAL, LLP",1.0
LEHMAN BROTHERS HOLDINGS INC.,1.0
LEGENDS 10 LLC,1.0
LEFTFIELD ENTERTAINMENT LLC,1.0
LEERINK SWANN LLC,1.0
"LEEB CAPITAL MANAGEMENT, INC.",1.0
LEBLON HOLDINGS LLC,1.0
"LEAVE OUT VIOLENCE (L.O.V.E.) U.S., INC.",1.0
LEATHWAITE INTERNATIONAL INC,1.0
"LEARNINGMATE SOLUTIONS, INC.",1.0
"LEAN STARTUP MACHINE, INC.",1.0
LEADER ELECTRIC CORP INC.,1.0
LEADER & BERKON,1.0
MEAGHER GROUP LLC,1.0
MEDIA IQ DIGITAL NORTH AMERICA INC,1.0
"KESHAV CONSULTING SOLUTIONS, LLC",1.0
"NEOTECH SOLUTIONS, INC.",1.0
NETSTRIVE CONSULTING,1.0
"NETSOFT USA, INC.",1.0
"NETSMART TECHNOLOGIES, INC.",1.0
NETPLUS CAPITAL LLC,1.0
"NETMINING, LLC",1.0
NET-A-PORTER LLC,1.0
"NET MATRIX SOLUTIONS, INC.",1.0
NEST DMC LLC,1.0
"NERI DESIGN 2, LLC",1.0
NEOTECRA INC.,1.0
NEOTA LOGIC INC.,1.0
"MEDIA-CORPS, INC",1.0
"NEOSCAPE, INC.",1.0
NEON LIBERTY CAPITAL MANAGEMENT LLC,1.0
NEOCONSULTING LLC,1.0
"NEO TECH SOLUTIONS,INC",1.0
"NEO TECH SOLUTIONS, INC.",1.0
NEO TECH SOLUTIONS INC,1.0
NEO NEO INC.,1.0
NEO INNOVATION INC,1.0
NEMO16 LLC,1.0
"NEMESIS HOLDINGS, INC.",1.0
"NETWORK SHOWROOM USA, INC.",1.0
NEUEHOUSE LLC,1.0
NEUEHOUSE MADISON SQUARE LLC,1.0
NEUMERIC TECHNOLOGIES CORPORATION,1.0
NEW YORK GLOBAL CONSULTANTS CORP.,1.0
NEW YORK FRENCH-AMERICAN CHARTER SCHOOL,1.0
NEW YORK FOUNDLING HOSPITAL,1.0
NEW YORK FILM ACADEMY LTD,1.0
"NEW YORK DESIGN ARCHITECTS, LLP",1.0
NEW YORK CRUISE LINES INC.,1.0
NEW YORK COLLEGE OF HEALTH PROFESSIONS,1.0
"NEW YORK CITY, DEPARTMENT OF CITY PLANNING",1.0
"NEW YORK CITY REGIONAL CENTER, LLC",1.0
NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,1.0
"NEW YORK & COMPANY, INC.",1.0
"NEW MOUNTAIN CAPITAL, LLC",1.0
"NEW LINE STRUCTURES, INC",1.0
"NEW LEGACY GROUP, LLC.",1.0
"NEW AMSTERDAM TRADE & CONSULTANCY, LLC",1.0
NEW AMSTERDAM SCHOOL,1.0
"NEW AMSTERDAM LABS, INC.",1.0
"NEW AMSTERDAM FENCING ACADEMY, LLC",1.0
NEW AMSTERDAM CAPITAL PARTNERS LLC,1.0
"NEW ALBION PARTNERS, LLC",1.0
"NEUROLEADERSHIP INSTITUTE, INC.",1.0
NELLIGAN WHITE ARCHITECTS PLLC,1.0
NEIL A. WEINRIB & ASSOCIATES,1.0
"NEIGHBORHOOD TRUST FINANCIAL PARTNERS, INC.",1.0
"NARDELLO & CO., LLC",1.0
NAPACH ARCHITECT PC,1.0
"NANODYNAMICS-88, INC.",1.0
NANES DELORME CAPITAL MANAGEMENT LLC,1.0
NANCY PACKES SIGNATURE MARKETING SERVICES INC.,1.0
NANCY PACKES INC.,1.0
"NANAKO, INC.",1.0
NALASHAA LLC,1.0
"NAFTALI GROUP, LLC",1.0
NADINE JOHNSON & ASSOCIATES INC.,1.0
"NADINE JOHNSON & ASSOC, INC.",1.0
"N. CHENG & CO, P. C.",1.0
"N. CHENG & CO, CPA PC",1.0
"N-GENE RESEARCH LABORATORIES, INC.",1.0
"MÄDECINS SANS FRONTIÄRES USA, INC.",1.0
MZ WALLACE INC.,1.0
MYSTIC INC.,1.0
"MYGUESTLIST, INC.",1.0
MY INFINITY MANAGEMENT LLC,1.0
MY ACTIVE DRIVEWAY,1.0
MWW GROUP LLC,1.0
MWM SECURITIES LLC,1.0
NAPIER PARK GLOBAL CAPITAL (US) LP,1.0
NATEXO USA LLC,1.0
"NEGOTIATION.COM, LLC",1.0
NATHAN LOVE LLC,1.0
"NEEDHAM & COMPANY, LLC",1.0
"NEA CONSUTLING, INC.",1.0
"NCM USA BRONX, LLC",1.0
"NBA PROPERTIES, INC.",1.0
"NAVILLUS TILE INC., DBA NAVILLUS CONTRACTING",1.0
"NAVIGATORS MANAGEMENT COMPANY, INC.",1.0
"NAVAYUGA INFOTECH, LLC.",1.0
"NAVATAR GROUP, INC.",1.0
"NAVATAR CONSULTING GROUP, INC.",1.0
NAVA PARTNERS LLC,1.0
NATURAL SOURCE INTERNATIONAL LTD.,1.0
NATSUN AMERICA CO.LTD.,1.0
NATIXIS NEW YORK BRANCH,1.0
NATIONAL URBAN LEAGUE INC,1.0
NATIONAL SEPTEMBER 11 MEMORIAL AND MUSEUM AT THE,1.0
NATIONAL GAY AND LESBIAN TASK FORCE FOUNDATION,1.0
NATIONAL FINANCIAL LLC,1.0
NATIONAL CONSULTING GROUP INC,1.0
"NATIONAL CINEMEDIA, LLC",1.0
"NATIONAL CABLE COMMUNICATIONS, LLC",1.0
NATION DESIGN PARTNERS LLC,1.0
"NEW YORK GRANT COMPANY, INC.",1.0
"NEW YORK LAWYERS FOR THE PUBLIC INTEREST, INC.",1.0
NEW YORK PERSONAL TRAINING INC,1.0
O'MELVENY &AMP; MYERS LLP,1.0
"O PLANNING, LLC",1.0
NYX DESIGNS,1.0
"NYP HOLDINGS, INC., A.K.A. THE NEW YORK POST",1.0
"NYP HOLDINGS, INC.",1.0
"NYLON HOLDINGS, INC.",1.0
"NYLC, LLC",1.0
NYKULTURIST INC.,1.0
"NYGARD, INC.",1.0
NYG CAPITAL LLC,1.0
"NYEHAUS, INC.",1.0
NYCHHC - WOODHULL MEDICAL AND MENTAL HEALTH CENTER,1.0
NYCHHC - JACOBI MEDICAL CENTER,1.0
NYCEDC,1.0
NYC BUSINESS MANAGEMENT COMPANY INC.,1.0
"NYC ATHLETIC TRAINING, P.C.",1.0
NY HOTEL TRADES COUNCIL HOTEL ASSOC NYC INC. EMPLO,1.0
NY BRAND STUDIO INC.,1.0
NWI MANAGEMENT LP,1.0
NV INDUSTRIES INC.,1.0
NUWARE TECHNOLOGY CORP,1.0
NUTECH INFORMATION SYSTEMS,1.0
O'MELVENY & MYERS LLP,1.0
O'NEIL LANGAN ARCHITECTS,1.0
NUESTUDIO GROUP LLC,1.0
"O'NEIL LANGAN ARCHITECTS, P.C.",1.0
"OLD TOLEDO BRANDS, INC",1.0
"OLAH, INC.",1.0
"OHL USA, INC.",1.0
OGO NEW YORK INC.,1.0
OGMEN LAW PLLC,1.0
"OGILVYONE, LLC",1.0
"OGILVY PUBLIC RELATIONS WORLDWIDE, INC.",1.0
OGILVY & MATHER WORLDWIDE INC.,1.0
"OFFICE FOR VISUAL INTERACTION, INC.",1.0
ODYSSEY ALTERNATIVE RESEARCH LLC,1.0
"ODEON CAPITAL GROUP, LLC",1.0
OCEAN CAPITAL ADVISORY GROUP INC.,1.0
OBERON SECURITIES LLC,1.0
